,Predicted
1325,7781639.94140625
1326,1533078.1787109375
1327,7072014.5263671875
1328,849305.4359130859
1329,867742.3720703125
1330,1880363.12109375
1331,1504557.1840820312
1332,1033508.0091552734
1333,3424680.3165283203
1334,1972256.9799804688
1335,7072014.5263671875
1336,1077452.3798828125
1337,1477760.7995605469
1338,456047.1823730469
1339,4715414.84375
1340,4213643.84765625
1341,1274033.8347167969
1342,2392896.4833984375
1343,490042.98181152344
1344,2026188.5764160156
1345,4059115.0595703125
1346,1766033.7097167969
1347,4242897.4365234375
1348,1948914.7255859375
1349,1464836.4467773438
1350,4545975.876953125
1351,1354946.892578125
1352,3909336.163330078
1353,1448572.5305175781
1354,1416535.3876953125
1355,10217645.581054688
1356,1555301.97265625
1357,2004694.7666015625
1358,1948914.7255859375
1359,1604129.2119140625
1360,1948914.7255859375
1361,1381005.9025878906
1362,3743902.311767578
1363,2662560.7797851562
1364,2333484.794921875
1365,4008656.0234375
1366,1370172.6865234375
1367,3907755.546875
1368,1706753.6083984375
1369,11006929.423828125
1370,3350354.7963867188
1371,2492630.865234375
1372,3317656.2548828125
1373,1524751.3981933594
1374,2075602.759765625
1375,1948914.7255859375
1376,4242897.4365234375
1377,2448841.763671875
1378,2047748.3984375
1379,3541093.2158203125
1380,1922937.40234375
1381,4300119.996826172
1382,4102389.8010253906
1383,1395571.0732421875
1384,2004694.7666015625
1385,1856807.4477539062
1386,1888589.0346679688
1387,1418575.80859375
1388,3670159.6743164062
1389,1662799.65625
1390,3330948.7182617188
1391,1604129.2119140625
1392,3264976.4697265625
1393,1888589.0346679688
1394,1948914.7255859375
1395,3688960.3491210938
1396,4008656.0234375
1397,1554168.4602050781
1398,3629201.0302734375
1399,1888589.0346679688
1400,1939078.61328125
1401,2063552.4387207031
1402,1766033.7097167969
1403,2745016.2451171875
1404,4225829.212402344
1405,3688960.3491210938
1406,5266371.187011719
1407,2034819.9611816406
1408,1448572.5305175781
1409,1448572.5305175781
1410,1917057.8369140625
1411,3841043.7939453125
1412,4225829.212402344
1413,1948914.7255859375
1414,2456149.6435546875
1415,1448572.5305175781
1416,1948914.7255859375
1417,1734078.0932617188
1418,4225829.212402344
1419,2200774.7731933594
1420,1706753.6083984375
1421,1385741.1401367188
1422,4006156.861328125
1423,8220028.022705078
1424,1624241.8212890625
1425,4545975.876953125
1426,3317656.2548828125
1427,2812326.6650390625
1428,1706753.6083984375
1429,1948914.7255859375
1430,1381005.9025878906
1431,3317656.2548828125
1432,1917057.8369140625
1433,1887554.591796875
1434,2694050.4899902344
1435,1706753.6083984375
1436,3841043.7939453125
1437,1766033.7097167969
1438,1381005.9025878906
1439,1948914.7255859375
1440,3733316.484375
1441,1887554.591796875
1442,3909336.163330078
1443,1948914.7255859375
1444,2745016.2451171875
1445,3629201.0302734375
1446,2084409.697265625
1447,1706753.6083984375
1448,2745016.2451171875
1449,2471167.9138183594
1450,4940443.306396484
1451,2764223.619873047
1452,1888589.0346679688
1453,3629201.0302734375
1454,1799295.7126464844
1455,1336230.177734375
1456,2075602.759765625
1457,3884393.2651367188
1458,1354946.892578125
1459,4917538.2041015625
1460,3688960.3491210938
1461,4300119.996826172
1462,2062206.5017089844
1463,14631429.466308594
1464,3627643.7592773438
1465,3627643.7592773438
1466,13453378.938720703
1467,1418575.80859375
1468,1401312.9748535156
1469,1948914.7255859375
1470,3841043.7939453125
1471,1888589.0346679688
1472,3909336.163330078
1473,1464836.4467773438
1474,4300119.996826172
1475,1726068.9750976562
1476,2027722.20703125
1477,1448572.5305175781
1478,1644176.37109375
1479,1888589.0346679688
1480,2891312.2553710938
1481,2983361.2529296875
1482,1381005.9025878906
1483,3627643.7592773438
1484,2636559.8798828125
1485,1565360.4711914062
1486,1464836.4467773438
1487,3317656.2548828125
1488,1381005.9025878906
1489,1448572.5305175781
1490,2001956.1125488281
1491,2004694.7666015625
1492,3627643.7592773438
1493,3627643.7592773438
1494,2047748.3984375
1495,2034819.9611816406
1496,1948914.7255859375
1497,1381005.9025878906
1498,1381005.9025878906
1499,1948914.7255859375
1500,1706753.6083984375
1501,4008656.0234375
1502,1385741.1401367188
1503,3841043.7939453125
1504,2745016.2451171875
1505,2662560.7797851562
1506,2745016.2451171875
1507,18445032.314453125
1508,1969897.3796386719
1509,3393381.3415527344
1510,1922937.40234375
1511,1948914.7255859375
1512,3317656.2548828125
1513,2062206.5017089844
1514,1948914.7255859375
1515,4059115.0595703125
1516,1464836.4467773438
1517,1448572.5305175781
1518,4102120.3515625
1519,3869687.7578125
1520,4430007.527587891
1521,3350354.7963867188
1522,4225829.212402344
1523,1146319.2392578125
1524,1917057.8369140625
1525,3317656.2548828125
1526,2745016.2451171875
1527,2047748.3984375
1528,1385741.1401367188
1529,1464836.4467773438
1530,3317656.2548828125
1531,3841043.7939453125
1532,3654271.4208984375
1533,7709057.7392578125
1534,2084409.697265625
1535,3317656.2548828125
1536,1395571.0732421875
1537,2778204.7009277344
1538,2380748.6865234375
1539,4242897.4365234375
1540,1385741.1401367188
1541,3238830.50390625
1542,4202086.4794921875
1543,1856807.4477539062
1544,1668047.3232421875
1545,1948914.7255859375
1546,2745016.2451171875
1547,1706753.6083984375
1548,2663006.3046875
1549,635766.7730712891
1550,740262.1796875
1551,2568519.7563476562
1552,2441882.3564453125
1553,2610170.3203125
1554,1202877.0
1555,1444343.0751953125
1556,597213.4365234375
1557,620016.1708984375
1558,1114729.9484863281
1559,1122806.2219238281
1560,620016.1708984375
1561,1356273.3754882812
1562,1780557.2235107422
1563,2324048.6791992188
1564,620016.1708984375
1565,620016.1708984375
1566,678969.5510253906
1567,2441882.3564453125
1568,1461719.8291015625
1569,774479.5235595703
1570,620016.1708984375
1571,682250.7897949219
1572,1525463.5341796875
1573,2986454.8291015625
1574,3150447.802734375
1575,1525463.5341796875
1576,1356085.5092773438
1577,2213889.3084716797
1578,1508612.5107421875
1579,1331594.0334472656
1580,667023.5302734375
1581,1596863.6423339844
1582,2986454.8291015625
1583,2986454.8291015625
1584,1356085.5092773438
1585,1355666.328125
1586,1356085.5092773438
1587,3093339.755859375
1588,1355666.328125
1589,1355666.328125
1590,1671028.5720214844
1591,3150447.802734375
1592,2986454.8291015625
1593,3054969.8759765625
1594,1355666.328125
1595,691063.8684082031
1596,1356085.5092773438
1597,2044093.0263671875
1598,3093339.755859375
1599,936659.921875
1600,1355666.328125
1601,645037.1103515625
1602,2986454.8291015625
1603,2986454.8291015625
1604,3152359.8046875
1605,2986454.8291015625
1606,1355666.328125
1607,1478570.390991211
1608,1355666.328125
1609,1355666.328125
1610,1355666.328125
1611,2986454.8291015625
1612,2417512.34375
1613,1356085.5092773438
1614,1331594.0334472656
1615,2986454.8291015625
1616,2986454.8291015625
1617,1291868.8352050781
1618,463033.67919921875
1619,1355666.328125
1620,1680877.8303222656
1621,3851218.31640625
1622,5070462.664794922
1623,52818374.0234375
1624,2413773.5698242188
1625,1108518.0815429688
1626,1533942.5207519531
1627,2413773.5698242188
1628,3983806.296875
1629,15548345.715820312
1630,2413773.5698242188
1631,3811703.0595703125
1632,1549514.35546875
1633,1821419.234375
1634,2054413.0151367188
1635,3878150.2521972656
1636,3419536.51953125
1637,2323331.6137695312
1638,2312431.9313964844
1639,3890509.673095703
1640,2413773.5698242188
1641,11364873.205078125
1642,2557853.6474609375
1643,2413773.5698242188
1644,3419536.51953125
1645,4107620.7497558594
1646,2413773.5698242188
1647,3714668.508544922
1648,4813252.03515625
1649,2312431.9313964844
1650,23222218.205566406
1651,7387151.169433594
1652,4984744.31640625
1653,2323331.6137695312
1654,4813252.03515625
1655,2413773.5698242188
1656,4847169.890625
1657,2475932.6220703125
1658,20866261.505126953
1659,2413773.5698242188
1660,2510583.0786132812
1661,3419536.51953125
1662,2188872.314453125
1663,3851218.31640625
1664,5237979.990234375
1665,11368279.94165039
1666,3419536.51953125
1667,1611951.7866210938
1668,3714668.508544922
1669,11364873.205078125
1670,1977529.5556640625
1671,1718552.28515625
1672,5559368.839599609
1673,2226889.9067382812
1674,4138176.3984375
1675,3887232.5712890625
1676,3219112.828125
1677,2821348.88671875
1678,1821419.234375
1679,2475932.6220703125
1680,3714668.508544922
1681,2371981.2524414062
1682,1866510.3525390625
1683,1515545.5847167969
1684,2312431.9313964844
1685,3935671.6064453125
1686,1549514.35546875
1687,7387151.169433594
1688,3878150.2521972656
1689,5237979.990234375
1690,4847169.890625
1691,3851218.31640625
1692,3878150.2521972656
1693,1563352.76171875
1694,6835989.59765625
1695,3714668.508544922
1696,1718552.28515625
1697,3419536.51953125
1698,1821419.234375
1699,2323331.6137695312
1700,2346212.4775390625
1701,3014886.3623046875
1702,1563352.76171875
1703,1515545.5847167969
1704,14014941.240234375
1705,2475932.6220703125
1706,1799417.2421875
1707,3851218.31640625
1708,1995460.7592773438
1709,3878150.2521972656
1710,2557853.6474609375
1711,15359200.13671875
1712,1930118.1567382812
1713,2413773.5698242188
1714,77928024.29199219
1715,2323331.6137695312
1716,1977529.5556640625
1717,2821348.88671875
1718,5237979.990234375
1719,3851218.31640625
1720,7387151.169433594
1721,1778852.4943847656
1722,3714668.508544922
1723,2413773.5698242188
1724,3714668.508544922
1725,3851218.31640625
1726,1408831.80859375
1727,3983806.296875
1728,2346212.4775390625
1729,2323331.6137695312
1730,2413773.5698242188
1731,2953936.8671875
1732,1701281.7048339844
1733,3878150.2521972656
1734,2447554.115966797
1735,4847169.890625
1736,2821348.88671875
1737,4847169.890625
1738,1112424.4204101562
1739,3714668.508544922
1740,4504219.4970703125
1741,4847018.547363281
1742,3714668.508544922
1743,2323331.6137695312
1744,1846210.0759277344
1745,2475932.6220703125
1746,3811703.0595703125
1747,3983806.296875
1748,4984744.31640625
1749,2309360.97265625
1750,3714668.508544922
1751,2323331.6137695312
1752,2371981.2524414062
1753,2475932.6220703125
1754,3851218.31640625
1755,1515545.5847167969
1756,3851218.31640625
1757,3714668.508544922
1758,2323331.6137695312
1759,1953718.2666015625
1760,2312431.9313964844
1761,789989.3164672852
1762,351643.9645690918
1763,789345.4783935547
1764,511053.1896972656
1765,312226.83056640625
1766,963431.6363525391
1767,340914.19033813477
1768,650920.2925415039
1769,838277.1719970703
1770,313447.43728637695
1771,850961.5001220703
1772,360834.76638793945
1773,348079.11099243164
1774,655149.8266601562
1775,1861707.421875
1776,1375637.3916015625
1777,4016773.241455078
1778,5135398.32421875
1779,1946814.046875
1780,2133785.0798339844
1781,5174459.0703125
1782,15497534.740722656
1783,1373667.9855957031
1784,4143958.292236328
1785,1946814.046875
1786,1801748.5595703125
1787,4193888.6103515625
1788,1342159.4904785156
1789,2279948.7060546875
1790,1342159.4904785156
1791,5749257.57421875
1792,2254357.4450683594
1793,2077158.6965332031
1794,15208438.7734375
1795,1342159.4904785156
1796,2134310.490966797
1797,2133785.0798339844
1798,4287804.706787109
1799,2133785.0798339844
1800,1342159.4904785156
1801,4193888.6103515625
1802,4184289.574951172
1803,4016773.241455078
1804,1946814.046875
1805,4193888.6103515625
1806,1375637.3916015625
1807,15452952.502441406
1808,1342159.4904785156
1809,5135398.32421875
1810,1801748.5595703125
1811,15497534.740722656
1812,1946814.046875
1813,4143958.292236328
1814,1342159.4904785156
1815,1861707.421875
1816,1351200.2058105469
1817,4193888.6103515625
1818,1946814.046875
1819,4216116.020019531
1820,2077158.6965332031
1821,1373667.9855957031
1822,10047336.9140625
1823,4088885.75390625
1824,10891184.993896484
1825,9095998.044555664
1826,8679728.342285156
1827,10050488.525390625
1828,3041385.21875
1829,2189183.956298828
1830,2046307.0979003906
1831,3021922.6557617188
1832,3700418.51953125
1833,1526000.5986328125
1834,8937864.31640625
1835,3765981.591796875
1836,2982924.404296875
1837,8006000.075683594
1838,8681568.827514648
1839,3128613.8166503906
1840,1895589.1884765625
1841,8483552.714477539
1842,7716994.0283203125
1843,5963532.365478516
1844,8006000.075683594
1845,2091027.0246582031
1846,3773805.9155273438
1847,2939858.19140625
1848,3787698.2314453125
1849,9516252.376708984
1850,7433075.3173828125
1851,3733932.0014648438
1852,4132881.7060546875
1853,3095870.56640625
1854,4132881.7060546875
1855,7716994.0283203125
1856,2069352.2890625
1857,5119306.829589844
1858,1704756.1171875
1859,7924969.75390625
1860,5579552.00390625
1861,1526000.5986328125
1862,1526000.5986328125
1863,8986293.480834961
1864,3521218.7692871094
1865,4442006.364501953
1866,3141222.216796875
1867,2988590.29296875
1868,2189183.956298828
1869,3255637.3315429688
1870,8050049.23828125
1871,11039033.740234375
1872,2767738.3154296875
1873,2046307.0979003906
1874,5574569.2998046875
1875,3420862.861328125
1876,3128613.8166503906
1877,1267584.9060058594
1878,3002542.7724609375
1879,5579552.00390625
1880,8725235.961914062
1881,1526000.5986328125
1882,4132881.7060546875
1883,5119306.829589844
1884,10047336.9140625
1885,9516252.376708984
1886,3015590.3393554688
1887,1939706.4794921875
1888,3521218.7692871094
1889,2189183.956298828
1890,3521218.7692871094
1891,3015590.3393554688
1892,1645970.16796875
1893,1939706.4794921875
1894,2798047.752685547
1895,8679728.342285156
1896,3521218.7692871094
1897,7433075.3173828125
1898,3700418.51953125
1899,4683116.474121094
1900,4761091.809082031
1901,4829962.574462891
1902,8429620.877929688
1903,8681709.68359375
1904,10918683.646240234
1905,3727706.2001953125
1906,1526000.5986328125
1907,5119306.829589844
1908,2189183.956298828
1909,10011093.383789062
1910,3040595.234375
1911,3521218.7692871094
1912,4683116.474121094
1913,8431408.329345703
1914,8166738.104248047
1915,8007697.700805664
1916,4683116.474121094
1917,3550338.216064453
1918,7805713.18359375
1919,4662198.966796875
1920,3787698.2314453125
1921,3042145.119140625
1922,10299635.669921875
1923,8431408.329345703
1924,1526000.5986328125
1925,7669215.1318359375
1926,4683116.474121094
1927,2091027.0246582031
1928,9692921.114013672
1929,3016373.8271484375
1930,3176446.7333984375
1931,1526000.5986328125
1932,2299871.0625
1933,2003067.1584472656
1934,4645099.2041015625
1935,7669215.1318359375
1936,2242106.7993164062
1937,3521218.7692871094
1938,4719473.1240234375
1939,3521218.7692871094
1940,4683116.474121094
1941,1526000.5986328125
1942,3230110.693359375
1943,2837111.0361328125
1944,2798774.7202148438
1945,1526000.5986328125
1946,3141222.216796875
1947,4683116.474121094
1948,3016373.8271484375
1949,1505167.6513671875
1950,8106946.444091797
1951,10105204.17590332
1952,3015590.3393554688
1953,4700216.236816406
1954,4700216.236816406
1955,10475577.311523438
1956,3015590.3393554688
1957,1267584.9060058594
1958,2189183.956298828
1959,3787698.2314453125
1960,2859414.310546875
1961,3255637.3315429688
1962,8681568.827514648
1963,5559354.0263671875
1964,3700418.51953125
1965,4719473.1240234375
1966,8725235.961914062
1967,5119306.829589844
1968,3163501.0180664062
1969,3521218.7692871094
1970,2046307.0979003906
1971,10891184.993896484
1972,5052422.072753906
1973,3521218.7692871094
1974,8431408.329345703
1975,3733932.0014648438
1976,2905243.6193847656
1977,10011093.383789062
1978,3015590.3393554688
1979,3700418.51953125
1980,3256483.1865234375
1981,1526000.5986328125
1982,4700216.236816406
1983,8725235.961914062
1984,2189183.956298828
1985,3016373.8271484375
1986,10047336.9140625
1987,1471363.78125
1988,3175621.6674804688
1989,8035131.736328125
1990,3681520.96875
1991,1295249.3151855469
1992,3582789.1333007812
1993,1570638.671875
1994,8454955.79296875
1995,2589566.328125
1996,1315599.5434570312
1997,3596681.44921875
1998,1925355.1689453125
1999,2785520.91796875
2000,2785520.91796875
2001,2922513.75
2002,3681520.96875
2003,2539014.29296875
2004,1350943.0993652344
2005,3003694.6875
2006,2745999.23828125
2007,2337350.244140625
2008,2922513.75
2009,1374070.6342773438
2010,3582789.1333007812
2011,1598685.791015625
2012,3084875.625
2013,1708626.7075195312
2014,3582789.1333007812
2015,3003694.6875
2016,1410985.0148925781
2017,1979905.626953125
2018,3003694.6875
2019,1350943.0993652344
2020,2589566.328125
2021,2785520.91796875
2022,1410985.0148925781
2023,3116924.9768066406
2024,3088233.6171875
2025,1921944.677734375
2026,8664236.876953125
2027,2785520.91796875
2028,2745999.23828125
2029,1925355.1689453125
2030,1947791.8701171875
2031,8941131.849609375
2032,2785520.91796875
2033,1925355.1689453125
2034,1997772.65625
2035,2785520.91796875
2036,1208830.8349609375
2037,1208830.8349609375
2038,3084875.625
2039,1239604.7189941406
2040,3582789.1333007812
2041,1947791.8701171875
2042,1239604.7189941406
2043,2692393.4091796875
2044,1598685.791015625
2045,2785520.91796875
2046,1921944.677734375
2047,1374070.6342773438
2048,1997772.65625
2049,1925355.1689453125
2050,2785520.91796875
2051,1708626.7075195312
2052,1997772.65625
2053,1515711.5705566406
2054,9282698.349609375
2055,8530825.31640625
2056,2539014.29296875
2057,2187324.931640625
2058,3336553.862060547
2059,1315599.5434570312
2060,1598685.791015625
2061,1208830.8349609375
2062,1208830.8349609375
2063,2539014.29296875
2064,1997772.65625
2065,1947791.8701171875
2066,2589566.328125
2067,1350943.0993652344
2068,3582789.1333007812
2069,445775.03356933594
2070,3769547.365234375
2071,1786953.5844726562
2072,1708626.7075195312
2073,3582789.1333007812
2074,9282698.349609375
2075,2615841.9013671875
2076,3171699.390625
2077,2589566.328125
2078,548943.1475830078
2079,1374070.6342773438
2080,1947791.8701171875
2081,2922513.75
2082,2922513.75
2083,1921944.677734375
2084,3582789.1333007812
2085,2785520.91796875
2086,1350943.0993652344
2087,1315599.5434570312
2088,1374070.6342773438
2089,8976548.6484375
2090,1315599.5434570312
2091,1822770.7763671875
2092,2187324.931640625
2093,1350943.0993652344
2094,1239604.7189941406
2095,3582789.1333007812
2096,1997772.65625
2097,1239604.7189941406
2098,1947791.8701171875
2099,1997772.65625
2100,1239604.7189941406
2101,2257282.7646484375
2102,1852398.4025878906
2103,1076190.6789550781
2104,3454707.2846679688
2105,3265806.8754882812
2106,2890832.3881835938
2107,2881523.8232421875
2108,2948438.7451171875
2109,664780.7548217773
2110,2881523.8232421875
2111,3255120.2646484375
2112,3466049.1428222656
2113,1520369.4897460938
2114,3255120.2646484375
2115,2948438.7451171875
2116,1751636.9614257812
2117,2934181.859375
2118,2844679.7666015625
2119,533689.4001464844
2120,2957963.4741210938
2121,1145937.4951171875
2122,2948438.7451171875
2123,2948438.7451171875
2124,3935363.4653320312
2125,914699.0944824219
2126,624326.0949707031
2127,897734.5268554688
2128,1775317.552734375
2129,2881523.8232421875
2130,802280.4345703125
2131,784451.98046875
2132,668323.7684326172
2133,1140120.7548828125
2134,2303435.3862304688
2135,2890832.3881835938
2136,1753778.3269042969
2137,1066014.8686523438
2138,2544127.097290039
2139,2257282.7646484375
2140,2913908.6989746094
2141,3265806.8754882812
2142,1236305.3393554688
2143,2257282.7646484375
2144,662894.3388671875
2145,2257282.7646484375
2146,2754472.369873047
2147,2365680.614013672
2148,578937.1536254883
2149,3255120.2646484375
2150,1057815.4404296875
2151,3119731.6154785156
2152,2844679.7666015625
2153,1512547.2800292969
2154,2269528.67578125
2155,628026.0991210938
2156,500879.9150390625
2157,1530531.1732177734
2158,659551.7150878906
2159,3167163.6899414062
2160,1278153.3251953125
2161,659551.7150878906
2162,638467.1447753906
2163,1381079.4936523438
2164,1886281.5673828125
2165,924428.271484375
2166,500879.9150390625
2167,439088.92822265625
2168,1403965.5092773438
2169,659551.7150878906
2170,672758.3779907227
2171,1403965.5092773438
2172,924428.271484375
2173,666565.623046875
2174,1306105.4598388672
2175,464526.12115478516
2176,658892.822265625
2177,1278153.3251953125
2178,628026.0991210938
2179,1769318.7890625
2180,602393.5705566406
2181,687610.095703125
2182,608540.4437255859
2183,494027.9326171875
2184,628026.0991210938
2185,1885002.732421875
2186,1396166.4794921875
2187,551155.1900024414
2188,793965.8508300781
2189,652303.8940429688
2190,1919217.1557617188
2191,664737.2069091797
2192,651078.2232055664
2193,1408237.4604492188
2194,659551.7150878906
2195,687610.095703125
2196,639607.1077880859
2197,924428.271484375
2198,621896.1447143555
2199,659551.7150878906
2200,628026.0991210938
2201,1745058.7434082031
2202,659551.7150878906
2203,780129.1015625
2204,1736833.9877929688
2205,638467.1447753906
2206,780129.1015625
2207,780129.1015625
2208,1396166.4794921875
2209,659551.7150878906
2210,1425546.7229003906
2211,659551.7150878906
2212,665534.970703125
2213,756034.2361450195
2214,622836.5087280273
2215,544119.8071289062
2216,550302.9867553711
2217,665534.970703125
2218,622214.2944335938
2219,665534.970703125
2220,665534.970703125
2221,665534.970703125
2222,1433876.2141113281
2223,1696811.9501953125
2224,5835303.813720703
2225,5758863.1171875
2226,1546062.1281738281
2227,1696811.9501953125
2228,2184792.1435546875
2229,8969507.859375
2230,3757603.223876953
2231,1769821.2275390625
2232,13147171.447753906
2233,1494564.349609375
2234,5835303.813720703
2235,2474228.016357422
2236,2181737.852783203
2237,2360724.896484375
2238,2510305.3029785156
2239,5758863.1171875
2240,9557912.395751953
2241,8969507.859375
2242,1692872.478515625
2243,3757603.223876953
2244,1696811.9501953125
2245,1546062.1281738281
2246,3757603.223876953
2247,12472926.571289062
2248,5159165.2734375
2249,3551126.3017578125
2250,2510305.3029785156
2251,1686567.716796875
2252,8969507.859375
2253,2505331.5053710938
2254,2510305.3029785156
2255,2505331.5053710938
2256,8999017.369140625
2257,1696811.9501953125
2258,5714006.512939453
2259,2399498.8071289062
2260,8253422.7197265625
2261,18038721.6328125
2262,2510305.3029785156
2263,2444137.5021972656
2264,2503894.11328125
2265,2168194.0078125
2266,1696811.9501953125
2267,3757603.223876953
2268,2665242.000732422
2269,2510305.3029785156
2270,5835303.813720703
2271,18038721.6328125
2272,5758863.1171875
2273,2631180.2424316406
2274,1881746.6806640625
2275,365069.7071533203
2276,362910.5517578125
2277,386736.0123901367
2278,473094.53942871094
2279,380317.59857177734
2280,380317.59857177734
2281,465242.8875732422
2282,2605718.3591308594
2283,380317.59857177734
2284,385592.4612426758
2285,2605718.3591308594
2286,662095.8070678711
2287,472988.54681396484
2288,380317.59857177734
2289,1588615.13671875
2290,793447.763671875
2291,1295208.8684082031
2292,459704.0012207031
2293,459704.0012207031
2294,1200526.5340576172
2295,446772.6403198242
2296,402776.9989013672
2297,420127.3927001953
2298,716563.6869506836
2299,433140.1880493164
2300,440200.9963989258
2301,716563.6869506836
2302,541331.0961914062
2303,704533.3352050781
2304,427379.6081542969
2305,434554.7790527344
2306,716563.6869506836
2307,909063.3676147461
2308,433611.0778808594
2309,1301929.8508300781
2310,7414866.6796875
2311,3921440.5405273438
2312,1165755.2915039062
2313,5618951.840576172
2314,1234554.6873779297
2315,3141085.8076171875
2316,1168619.634765625
2317,1300127.1075439453
2318,3921440.5405273438
2319,678517.5140380859
2320,1093750.5014648438
2321,1139713.9406738281
2322,7271348.3408203125
2323,7271348.3408203125
2324,2765791.2751464844
2325,1168619.634765625
2326,5944087.432373047
2327,1301929.8508300781
2328,955425.5122070312
2329,836524.5930175781
2330,1165755.2915039062
2331,547915.3586425781
2332,720676.5545654297
2333,632644.7143554688
2334,688040.2758178711
2335,443791.39001464844
2336,474627.0315551758
2337,1451957.1171875
2338,5186459.616699219
2339,1456938.9052734375
2340,2355407.6323242188
2341,1798935.8994140625
2342,3181847.7119140625
2343,6424755.17578125
2344,1577873.7158203125
2345,1590035.2185058594
2346,4322261.630859375
2347,2057860.1171875
2348,2082428.25
2349,2086359.7875976562
2350,2214748.4326171875
2351,2206679.4860839844
2352,7904801.0146484375
2353,5078686.484375
2354,2003864.533203125
2355,2205524.041015625
2356,4389319.567871094
2357,14226210.169677734
2358,1890093.5632324219
2359,2402769.06640625
2360,2214373.421875
2361,4391856.7451171875
2362,1519592.2770996094
2363,1560282.0551757812
2364,1560282.0551757812
2365,2428847.9572753906
2366,6040600.841308594
2367,1560282.0551757812
2368,2132047.576171875
2369,1752707.5356445312
2370,1724204.2321777344
2371,3181847.7119140625
2372,4215780.043457031
2373,38433750.9765625
2374,495519.486328125
2375,1798587.9272460938
2376,1964111.0437011719
2377,746178.9444580078
2378,426144.9807128906
2379,1372395.6870117188
2380,400812.89489746094
2381,1439239.9213867188
2382,1386883.5314941406
2383,2663063.151123047
2384,13564742.887695312
2385,1341561.3585205078
2386,350963.7713623047
2387,1517169.0858154297
2388,732241.5625
2389,2172294.5299072266
2390,566343.0834960938
2391,1386883.5314941406
2392,1406903.7686767578
2393,2172294.5299072266
2394,826546.6724853516
2395,6553575.439453125
2396,1540542.294921875
2397,1826509.519165039
2398,1439239.9213867188
2399,2663063.151123047
2400,1594677.6110839844
2401,1583035.6970214844
2402,1339519.408203125
2403,1356049.1228027344
2404,405067.5166015625
2405,1356049.1228027344
2406,1353985.12109375
2407,1406903.7686767578
2408,1517169.0858154297
2409,1376716.8735351562
2410,2376072.509765625
2411,2601957.2014160156
2412,1374621.4140625
2413,1784598.9100341797
2414,1439239.9213867188
2415,2206489.2517089844
2416,1812690.8020019531
2417,893263.1572265625
2418,2801278.7416992188
2419,2223310.0194091797
2420,1784598.9100341797
2421,2005941.0949707031
2422,1540644.7829589844
2423,1826509.519165039
2424,4727991.69921875
2425,2476698.5075683594
2426,1616161.0717773438
2427,405067.5166015625
2428,1406903.7686767578
2429,1356049.1228027344
2430,1360041.50390625
2431,1784598.9100341797
2432,1826509.519165039
2433,3219926.513671875
2434,1341561.3585205078
2435,1356049.1228027344
2436,2590716.948852539
2437,1386883.5314941406
2438,1341561.3585205078
2439,1356049.1228027344
2440,1360041.50390625
2441,6012092.28515625
2442,1651019.287109375
2443,2914993.105834961
2444,496081.2998046875
2445,449642.08447265625
2446,1784598.9100341797
2447,1356049.1228027344
2448,2852048.9501953125
2449,2172294.5299072266
2450,2601957.2014160156
2451,1784598.9100341797
2452,1386883.5314941406
2453,1870531.4443359375
2454,422690.537109375
2455,1428578.251953125
2456,1361419.677734375
2457,481603.4743652344
2458,410685.6513671875
2459,6202993.109130859
2460,6381551.530761719
2461,5050643.255249023
2462,6298915.682983398
2463,6202993.109130859
2464,6312291.5771484375
2465,6573045.783691406
2466,5696187.646484375
2467,9988294.951171875
2468,6906099.835205078
2469,5784273.0224609375
2470,47385750.61035156
2471,6905408.5009765625
2472,5070635.318847656
2473,6298915.682983398
2474,6005983.392333984
2475,6298915.682983398
2476,6202993.109130859
2477,5784273.0224609375
2478,9988294.951171875
2479,6298915.682983398
2480,4075532.2836914062
2481,4697886.71875
2482,12780898.69506836
2483,4190164.2509765625
2484,6298915.682983398
2485,5914521.716308594
2486,6202993.109130859
2487,6202993.109130859
2488,6893635.640869141
2489,1758837.9272460938
2490,1632797.4243164062
2491,1967777.4169921875
2492,2574621.10546875
2493,8672044.848632812
2494,2901950.0708007812
2495,1632797.4243164062
2496,2574621.10546875
2497,2574621.10546875
2498,1778153.1440429688
2499,1650728.4887695312
2500,1758837.9272460938
2501,2901950.0708007812
2502,2901950.0708007812
2503,1989798.0224609375
2504,2671914.375
2505,1967777.4169921875
2506,5192560.218261719
2507,2901950.0708007812
2508,1758837.9272460938
2509,1758837.9272460938
2510,1758837.9272460938
2511,5133985.407714844
2512,1846899.6613769531
2513,1650728.4887695312
2514,2574621.10546875
2515,2574621.10546875
2516,2901950.0708007812
2517,1632797.4243164062
2518,68178194.38476562
2519,2901950.0708007812
2520,2604065.80078125
2521,2935138.2690429688
2522,2574621.10546875
2523,2901950.0708007812
2524,2574621.10546875
2525,2604065.80078125
2526,1846899.6613769531
2527,2901950.0708007812
2528,3766716.5458984375
2529,2574621.10546875
2530,6372798.514892578
2531,1967777.4169921875
2532,2026810.7395019531
2533,1284956.7495117188
2534,1632797.4243164062
2535,1632797.4243164062
2536,5192560.218261719
2537,1727327.8015136719
2538,2574621.10546875
2539,1882013.8732910156
2540,2574621.10546875
2541,1727327.8015136719
2542,1778153.1440429688
2543,1846899.6613769531
2544,1967777.4169921875
2545,1650728.4887695312
2546,2574621.10546875
2547,2901950.0708007812
2548,14082810.205078125
2549,3766716.5458984375
