latitude,longitude,name
1.35310120216274,103.940848647333,OUR TAMPINES HUB
1.3174823105835802,103.892832205276,PLQ MALL
1.30665484543192,103.829588045188,PALAIS RENAISSANCE
1.3037232173927,103.835240308455,PARAGON SHOPPING CENTRE
1.30108003311458,103.90528181445,PARKWAY PARADE
1.37976754317117,103.936207567321,PASIR RIS WEST PLAZA
1.31867575623017,103.892550598424,PAYA LEBAR SQUARE
1.29232248414938,103.850804507292,PENINSULA PLAZA
1.28575774235159,103.843929820315,PEOPLE'S PARK CENTRE
1.2841286263641698,103.842584810783,PEOPLE'S PARK COMPLEX
1.34159108725754,103.697020081587,PIONEER MALL
1.3008207176923898,103.845067272666,PLAZA SINGAPURA
1.30007556914647,103.849285599308,POMO
1.3941840943827302,103.912976437583,PUNGGOL PLAZA
1.28761792558743,103.803391140455,QUEENSWAY SHOPPING CENTRE
1.2938935786331398,103.853119904656,RAFFLES CITY SHOPPING CENTRE
1.3922173266777,103.904473070943,RIVERVALE MALL
1.38537151608701,103.901849634797,RIVERVALE PLAZA
1.3053179268958202,103.788523947609,ROCHESTER MALL
1.3057629243588502,103.83308338186,SCOTTS SQUARE
1.3913930612689498,103.87606765513,SELETAR MALL
1.44185325346751,103.824832416105,SEMBAWANG SHOPPING CENTRE
1.31078075190146,103.855146819671,SERANGOON PLAZA
1.3030229851526298,103.852875622062,SIM LIM SQUARE
1.3038113301821002,103.854639960929,SIM LIM TOWER
1.29813214766935,103.844138374809,SINGAPORE SHOPPING CENTRE
1.2947409482015502,103.856000621324,SOUTH BEACH
1.32061258625869,103.844331494859,SQUARE 2
1.29409146652973,103.850821336975,STAMFORD HOUSE
1.44822653818276,103.819462102812,SUN PLAZA
1.37789727654677,103.73901548629298,SUNSHINE PLACE
1.29546675589675,103.858585026016,SUNTEC CITY
1.3348448747126,103.720462024278,TAMAN JURONG SHOPPING CENTRE
1.35432321225806,103.945141172369,TAMPINES 1
1.3525802519703898,103.944696230083,TAMPINES MALL
1.30483283007133,103.833236683852,TANG PLAZA
1.30485342129478,103.823883490852,TANGLIN MALL
1.30495005564844,103.832971130126,TANGS
1.2766095282693,103.846180785876,TANJONG PAGAR CENTRE
1.3061777304808002,103.850609985486,TEKKA CENTRE
1.29920226381605,103.847832003713,THE CATHAY
1.30197804548976,103.839758893141,THE CENTREPOINT
1.31549675427513,103.764570204717,THE CLEMENTI MALL
1.30085584996949,103.86246592866,THE CONCOURSE
1.28473141234248,103.843203365359,THE MAJESTIC
1.3039493635530102,103.835844227627,THE PARAGON
1.3913930612689498,103.87606765513,THE SELETAR MALL
1.28423491318867,103.858982236191,THE SHOPPES AT MARINA BAY SANDS
1.29498804392057,103.856276242094,THE SOUTH BEACH
1.30697044038324,103.788420274115,THE STAR VISTA
1.33873066415568,103.871670008464,THE WOODLEIGH MALL
1.35432524209243,103.830328102928,THOMSON PLAZA
1.28647119992725,103.827158267789,TIONG BAHRU PLAZA
1.35348088326126,103.878828409594,UPPER SERANGOON SHOPPING CENTRE
1.31978949204526,103.844033569199,VELOCITY
1.43075765633744,103.793852610387,VISTA POINT
1.26439468067259,103.821808620881,VIVOCITY
1.40642616289953,103.902238067127,WATERWAY POINT
1.30374258287197,103.766092882107,WEST COAST PLAZA
1.3501891656050602,103.749021976618,WEST MALL
1.33428313049539,103.742870105512,WESTGATE
1.30453635973283,103.830714231109,WHEELOCK PLACE
1.37239898072244,103.949749226457,WHITE SANDS
1.3036989067941298,103.833189592785,WISMA ATRIA
1.31646238412035,103.896747965908,WISMA GEYLANG SERAI
1.4179992628404,103.841236456898,WISTERIA MALL
1.4456478700315902,103.798162285533,WOODLANDS MART
1.4428457006918305,103.790825824274,WOODLANDS NORTH PLAZA
1.39705741516143,103.746662121143,YEW TEE POINT
1.3980473615301698,103.747084778932,YEW TEE SQUARE
1.28480771842172,103.843483900908,YUE HWA BUILDING
1.32694504456952,103.846554377679,ZHONGSHAN MALL
1.3023159,103.8623317,CITY GATE
1.2888386,103.846558,THE CENTRAL
1.4299181,103.8364202,GOLDEN VILLAGE - YISHUN TEN
1.3105635,103.7961072,RAFFLES HOLLAND V
1.3330614,103.7435037,JEM
1.3101122,103.8552908,MUSTAFA CENTRE
1.3058098,103.8315073,SHAW HOUSE
1.3171945,103.8436114,UNITED SQUARE
1.3651149,103.8651595,MYVILLAGE @ SERANGOON
